1 0 29.050779
1 1 29.052626
1 2 28.494406
1 3 27.065329
1 4 23.662497
1 5 13.522593
1 6 24.529387
1 7 28.820288
1 8 31.181013
1 9 32.740063
1 10 33.839561
1 11 34.615749
1 12 35.135433
1 13 35.436428
1 14 35.540710
1 15 35.460804
1 16 35.202564
1 17 34.766602
2 0 29.300295
2 1 29.266735
2 2 28.606041
2 3 26.946068
2 4 23.124352
2 5 13.069397
2 6 24.011595
2 7 28.742584
2 8 31.357378
2 9 33.045586
2 10 34.213673
2 11 35.028793
2 12 35.571377
2 13 35.885555
2 14 35.996235
2 15 35.917347
2 16 35.655453
2 17 35.211815
3 0 29.490671
3 1 29.431957
3 2 28.708832
3 3 26.943056
3 4 23.006063
3 5 13.037522
3 6 23.912361
3 7 28.778656
3 8 31.521143
3 9 33.296982
3 10 34.521313
3 11 35.371910
3 12 35.936882
3 13 36.264511
3 14 36.382198
3 15 36.305187
3 16 36.040932
3 17 35.591084
4 0 29.641960
4 1 29.568054
4 2 28.810270
4 3 26.994101
4 4 23.010214
4 5 13.039843
4 6 23.934223
4 7 28.865618
4 8 31.678415
4 9 33.511677
4 10 34.777958
4 11 35.657951
4 12 36.242863
4 13 36.582897
4 14 36.707462
4 15 36.632870
4 16 36.367126
4 17 35.912170
5 0 29.765675
5 1 29.683491
5 2 28.906630
5 3 27.063816
5 4 23.051649
5 5 13.048923
5 6 23.991379
5 7 28.967499
5 8 31.824575
5 9 33.696537
5 10 34.993744
5 11 35.896862
5 12 36.498104
5 13 36.849201
5 14 36.979935
5 15 36.907688
5 16 36.640972
5 17 36.182030
6 0 29.868219
6 1 29.781685
6 2 28.994051
6 3 27.135332
6 4 23.101837
6 5 13.059419
6 6 24.055468
6 7 29.067232
6 8 31.955391
6 9 33.854622
6 10 35.174576
6 11 36.095406
6 12 36.710056
6 13 37.070141
6 14 37.206505
6 15 37.136570
6 16 36.869122
6 17 36.406807
7 0 29.953100
7 1 29.864338
7 2 29.070309
7 3 27.201057
7 4 23.150412
7 5 13.069540
7 6 24.115936
7 7 29.157082
7 8 32.068508
7 9 33.987904
7 10 35.324734
7 11 36.259228
7 12 36.884293
7 13 37.251869
7 14 37.392803
7 15 37.324726
7 16 37.056927
7 17 36.591988
8 0 30.022354
8 1 29.932518
8 2 29.134455
8 3 27.257792
8 4 23.193283
8 5 13.078608
8 6 24.168753
8 7 29.233961
8 8 32.163418
8 9 34.097790
8 10 35.447433
8 11 36.392422
8 12 37.025585
8 13 37.399036
8 14 37.543636
8 15 37.477219
8 16 37.209145
8 17 36.742092
9 0 30.077328
9 1 29.986956
9 2 29.186300
9 3 27.304314
9 4 23.228771
9 5 13.086355
9 6 24.212498
9 7 29.296877
9 8 32.240173
9 9 34.185883
9 10 35.545109
9 11 36.498192
9 12 37.137562
9 13 37.515480
9 14 37.663048
9 15 37.597939
9 16 37.329639
9 17 36.860897
10 0 30.118904
10 1 30.028269
10 2 29.225988
10 3 27.340147
10 4 23.256475
10 5 13.092701
10 6 24.246559
10 7 29.345695
10 8 32.299335
10 9 34.253567
10 10 35.619846
10 11 36.578716
10 12 37.222744
10 13 37.604221
10 14 37.753963
10 15 37.690018
10 16 37.421612
10 17 36.951599
11 0 30.147610
11 1 30.056957
11 2 29.253618
11 3 27.365400
11 4 23.276163
11 5 13.097631
11 6 24.271116
11 7 29.380573
11 8 32.341534
11 9 34.301666
11 10 35.672974
11 11 36.636139
11 12 37.283535
11 13 37.667507
11 14 37.818932
11 15 37.755711
11 16 37.487270
11 17 37.016415
12 0 30.163832
12 1 30.073221
12 2 29.269438
12 3 27.380007
12 4 23.287836
12 5 13.101147
12 6 24.286137
12 7 29.401886
12 8 32.367386
12 9 34.331177
12 10 35.705746
12 11 36.671520
12 12 37.321163
12 13 37.707027
12 14 37.859547
12 15 37.797062
12 16 37.528744
12 17 37.057415
13 0 30.167622
13 1 30.077101
13 2 29.273418
13 3 27.383986
13 4 23.291502
13 5 13.103254
13 6 24.291706
13 7 29.409708
13 8 32.377064
13 9 34.342548
13 10 35.718727
13 11 36.685928
13 12 37.336838
13 13 37.723698
13 14 37.877052
13 15 37.815075
13 16 37.546894
13 17 37.075390
14 0 30.158762
14 1 30.068422
14 2 29.265318
14 3 27.377140
14 4 23.286987
14 5 13.103930
14 6 24.287766
14 7 29.403921
14 8 32.370533
14 9 34.335823
14 10 35.712090
14 11 36.679592
14 12 37.330875
14 13 37.718166
14 14 37.871883
14 15 37.810242
14 16 37.542381
14 17 37.071087
15 0 30.136795
15 1 30.046581
15 2 29.244677
15 3 27.358948
15 4 23.273983
15 5 13.103123
15 6 24.273975
15 7 29.384193
15 8 32.347431
15 9 34.310684
15 10 35.685535
15 11 36.652298
15 12 37.303108
15 13 37.690144
15 14 37.843948
15 15 37.782486
15 16 37.515007
15 17 37.044270
16 0 30.100756
16 1 30.010876
16 2 29.210613
16 3 27.328737
16 4 23.251844
16 5 13.100737
16 6 24.249798
16 7 29.349890
16 8 32.307117
16 9 34.266365
16 10 35.638336
16 11 36.603092
16 12 37.252636
16 13 37.638912
16 14 37.792553
16 15 37.731293
16 16 37.464310
16 17 36.994488
17 0 30.049623
17 1 29.960005
17 2 29.162127
17 3 27.285530
17 4 23.219955
17 5 13.096664
17 6 24.214586
17 7 29.299910
17 8 32.248306
17 9 34.201397
17 10 35.569103
17 11 36.530773
17 12 37.178204
17 13 37.563248
17 14 37.716301
17 15 37.655170
17 16 37.389046
17 17 36.920612
